author_id,verified_buyer,reviews,date,upvote,reviewer_name,ratings,start_time,end_time,company_name
review-3267946,Verified Reviewer,"Ordered a very expensive Hermès piece of jewelry in December that required my signature, instead it was left by front door. Same thing happened again this week with another high end designer piece. The delivery person texted me asking it was ok to leave by front door and my reply was NO thank you. I took two hours off from work to be home and sign for the package but, SURPRISE! It was waiting for me by the front door. Someone is being lazy, irresponsible and unethical with no consequences. Request other form of carrier from Europe such as the Royal Mail. DHS is NOT the only game in town. Is the driver signing my name? I believe that is a crime.","Jan. 27, 2018",1,"Elizabeth of Viera, FL",1.0,2021-05-26 11:08:39.114114,2021-05-26 11:08:41.294176,DHL
review-3261289,Verified Reviewer,"Would write more but after having read previous complaints about this business, the point is made - AVOID business with this outfit. Package was shipped on Jan. 10. Tracking indicates it was ""tendered to delivery service provider"" on Jan. 13. As of Jan. 24, eleven days later, it was still there. They even provided me a USPS tracking number fooling me into believing the Post Office had it. USPS told me on Jan 23 they did not have it. Finding a valid customer service phone number for DHL was an even greater endeavor since it was not provided in their tracking email to me.After finding it and being on hold for 10 minutes, I elected to give my phone number so they could call me back without losing my place in the queue - WRONG! They never called back. I called back the next day and did speak with a customer service rep on Jan 24 who assured me that even though the package was still sitting there in GA that it would be delivered to my Florida residence on Jan 25. How she knows this I do not know. Why it was still sitting there for 11 days she did not explain.
                    ","Jan. 25, 2018",7,"Jerry of Wewahitchka, Other",1.0,2021-05-26 11:08:41.294176,2021-05-26 11:08:44.695216,DHL
review-3246619,Verified Reviewer,"If I could give a zero star rating I would. My package was shipped out December 27th and expected to be delivered the week of January 4th and they keep bouncing it back between several holding facilities, the same ones for a matter of fact. I have emailed twice with no response, called left messages and still no response. I’m just put on a never ending hold every time. Unfortunately the package was being shipped from the UK to the US but I will never order out of the US again so I can avoid this headache. FedEx and UPS have never been this late and irresponsible with a package.","Jan. 20, 2018",1,"Jen of Holtsville, NY",1.0,2021-05-26 11:08:44.695216,2021-05-26 11:08:45.930274,DHL
review-3244939,Verified Reviewer,"I just want to say that is always with DHL longer waiting for your order and this is the last one. I live in Salisbury, NC and on 16 of the January my package arrive at DHL at Raleigh NC, and did not move. So on a 01/19/2018 I send them email asking why my package is still there and not moved one inch, they send me (few hours later) email stating... ""Thank you for contacting DHL eCommerce Customer Service. This is an automated response to confirm receipt of your inquiry. For the most updated information regarding the progress of your shipment, please access https://webtrack.dhlglobalmail.com/. If your package is not received by the Estimated Delivery Date or there is no date displayed, please allow an additional 24 hours before contacting your seller to discuss options."" So they send me back on the same page that I check for last few days. Is that a ""great"" service or what???","Jan. 20, 2018",7,"Muho of Salisbury, NC",1.0,2021-05-26 11:08:45.930274,2021-05-26 11:08:47.201546,DHL
review-3240952,Verified Reviewer,"DHL delivery is taking 10 days already and still not yet! Yesterday I got message that it will be delivered by today before 5 pm, I bought two tickets to Mexico, but when to track my delivery, the status was saying: ""Shipment held - Available upon receipt of payment"". Since I was not sure what was it supposed to mean - I called them and found out that I have to pay duty/with amount of $33 by visiting: www.dhl-usa.com/odd. But when I entered my tracking number some kind of Mohammed ** has been shown as recipient instead of my name, which made my payment impossible and I had to call them again. When I called DHL again - they accepted my payment manually, but the system still was keeping wrong records with wrong name on it, and DHL delivery was not possible until system was showing wrong data. So I lost my tickets to Mexico, DHL denies their fault, and refused to make delivery today. I don't not yet how all will end up with this story, but I assured myself that I'll never ever again use DHL!!!
                    ","Jan. 18, 2018",8,"Andriy of Orlando, FL",1.0,2021-05-26 11:08:47.201546,2021-05-26 11:08:49.445174,DHL
review-3232309,Verified Reviewer,"An envelope containing very important documents for me (which I paid $100.00 dollar for shipment), was sent from Italy and should have been delivered on December 7th, 2017. Which didn't happen. I called and they apologized (as a standard answer) and the promised to deliver it the next day, updating the tracking information on their website. To make the long story short, I received a text message the next day, informing delivery at 1:50pm. For my surprise, it was not by my door, so I contacted DHL and my peregrination through their departments started there. I double checked the delivery address and the sender included the ZIP CODE between the house number and street number. Which was incorrect and the sender (me) should have been contacted but did not happened! They just decided to deliver ""guessing"" the correct address!!!Two weeks later; tired of waiting for an accurate response, I decided to go to their facility in MIAMI, where I was informed that the driver couldn't remember where he delivered, but he knew the area very well. I spent many many hours on the phone and exchanging emails with DHL different departments but at a point I decided to request my personal documents again (money was not the only problem but time was precious at this point).On my last attempt, I sent an email to their CEO, which is a suggestion on their Website for situations like mine and I received a very standard answer from an assistant. Their finally answer was that the driver RECALLS the house he delivered the envelope, when the GPS location is showing no specific house in a middle of a street. It is a shame that a company where their main core is ""DELIVERY SAFELY AND ACCURATELY"" uses a driver's memory recall to inform delivery location instead of a GPS!!! It is very disappointing and I would not recommend anyone to use their services ever as they do not take their job seriously.
                    ","Jan. 16, 2018",7,"Telma of Miramar, FL",1.0,2021-05-26 11:08:49.445174,2021-05-26 11:08:50.764597,DHL
review-3228211,Verified Reviewer,"I typically don't create an account to file a complaint, but DHL is horrible. I ordered a package from Zaful for my upcoming vacation, hoping it would arrive on time (I did an express order so that I could get it on time), and it still is not here. When I called (customer service rep were very nice), they told me that it should be delivered but it never got here. I decided to pick it up from a location, however, it never got delivered. I recommend business NOT to use DHL.","Jan. 15, 2018",1,"Grace of Luling, TX",1.0,2021-05-26 11:08:50.764597,2021-05-26 11:08:53.036336,DHL
review-3224239,Verified Reviewer,"I chose DHL over FedEx because DHL claimed it could get documents to Asia in three days, and FedEx said four days. DHL is already past the FedEx estimated date, and DHL tracking now says ""The estimated delivery date is currently unavailable."" The information on their tracking of this package changes. It said yesterday that the package arrived in in the destination city at 05:30 on the fourth day after shipment. Today, that tracking says that the package arrived at the destination city at 23:51 on the fourth day. By the end of the fifth day, the package shows as ""on hold"" in the destination city. So it sat in the destination city for more than 24 hours already, and there is no indication on when they will feel like getting around to delivering it. That's not the DHL that I used to use. They used to be quick about moving their packages. Now they don't seem to think that delivery time is even an issue. They instead seem to focus on having a good online image, rather than good customer service. I contacted their customer service twice about the holdup with my shipment, and they so far haven't responded, after two days. DHL got my business by claiming to have a faster delivery time. DHL scammed me with their bogus delivery time claim.
                    ","Jan. 13, 2018",5,"Steve of Downers Grove, IL",2.0,2021-05-26 11:08:53.036336,2021-05-26 11:08:53.299404,DHL
review-3222847,Verified Reviewer,Ordered a package from online seller. Used DHL to ship my package express. Well that was a mistake cause it sat around for 3 days in one of their shipping sites for 3 days according to their package tracking then when they finished said shipping which they never actually did just handed it off to Canada Post on the day the package was supposed to arrive to me. I'm still waiting on my package from regular post service but DHL I would never ship with or want anyone to use them since they don't actually do any delivery. If I could I'd pay extra to never have them touch anything I order online again. Warning. This is a horrible shipping company if that's even a joke since they don't really ship anything for the money they receive such a joke of a company.,"Jan. 12, 2018",8,"Andrew of Kelowna, BC",1.0,2021-05-26 11:08:53.299404,2021-05-26 11:08:57.565006,DHL
review-3213295,Verified Reviewer,I booked 3rd party pick up from Turkey to Sri Lanka. Well all are well and got my airway bill number and did updated all the pickup delivery details properly. One day later DHL Turkey called the client in Turkey. Ask them to send the document to Ankara DHL facility as they dont have DHL facility at the client's area. Wonder it took them one full day and it is same charges even the client send the document to Ankara. Very poor service. Ask the client to send to DHL facility. An urgent document has been delayed. I would like to complain about this as DHL suppose to tell immediately when do a booking make sure tell the customer about the agents covering areas. Too bad service till ask client to deliver to facility.,"Jan. 10, 2018",3,"Mary of Kuala Lumpur, Other",1.0,2021-05-26 11:08:57.565006,2021-05-26 11:09:00.924648,DHL
review-3207745,Verified Reviewer,"This by far has been the worst experience I have dealt with in shipping company and I deal with delivering companies on a day to day basis. This company not only turned in my shipment behind schedule; which, I can deal with but not only did it come late!!! Everything in the box came damaged!!! My new products all came cut up like it was garbage. This is ridiculous, and now they act like it was not their fault!!! Now, who's fault is it, because for sure it is not mine!!! Who is going to take this responsibility. NEVER AGAIN WILL I USE THIS COMPANY AND WILL NEVER RECOMMEND IT EVER IN MY DAY TO DAY DELIVERY!!! If I could rate this company a negative number I would rate it the worst company ever!!!","Jan. 8, 2018",1,"Vanessa of North Miami, FL",1.0,2021-05-26 11:09:00.924648,2021-05-26 11:09:04.197261,DHL
review-3203026,Verified Reviewer,I have never had any problem with other delivery companies except DHL. They didn't deliver my package and updated that it was delivered. I filed two claims since they closed the claim without verifying that my package was redelivered. They even admitted that my package was retrieved and was in the area (I have the voicemail saved) but they didn't deliver it at the end. It's been already three months. Consumers and sellers should stop using DHL altogether.,"Jan. 7, 2018",2,"Julia of Suwanee, GA",1.0,2021-05-26 11:09:04.197261,2021-05-26 11:09:08.496893,DHL
review-3201148,Verified Reviewer,"DHL Scammers, Thieves steals peoples expensive products!!! I sent by DHL Express 2 Days delivery from Canada to Germany. 1 iPhone 8 plus 256GB and 1 iPhone 7 plus 256GB both brand new, unlocked, also some brand name accessories along the iPhones as Christmas gift to my parents on 2017 December 10th. 3 weeks passed I keep tracking. It was showing it went from Canada to USA and stuck at USA and DHL Canada kept saying we will deliver it repeatedly. Now DHL specialists told me your shipment is lost. We checked everywhere but we couldn't find it. And now they want to refund only $500 to me which is not going to cover the cost of 1 iPhone even. They are Scammers, Thieves steals peoples expensive products. Please highly recommend to don't trust them and don't send anything by DHL. Please.","Jan. 6, 2018",1,"Sachika of Mississauga, ON",1.0,2021-05-26 11:09:08.496893,2021-05-26 11:09:11.748997,DHL
review-3196699,Verified Reviewer,"Friends, allow me to share my little ongoing experience with DHL... I had to post an important international shipment letter from Germany to India through DHL. The letter was posted with registration (**) on 12-Dec-2017 in Dusseldorf, Germany. For the following 21 days (!), I could see NO update on the DHL website, so I had absolutely NO idea what the status is. And every other day, I kept calling my recipient in India (yes, at my own cost!) to see if the letter has arrived or not. Imagine the stress... After 21 days on 02-Jan-2018, I got to see the first update in their website that the letter has arrived in India and is waiting for customs clearance. Where my letter had been floating during these 3 weeks and WHY there was NO status update in between is beyond my imagination. What's more, until today, 05-Jan-2018, this is the same and only damn status that I keep seeing on DHL website.My attempted call to DHL on 05-Jan-2018 at 11:41h CET was met with a guy, who could well be a robot. OK, he was a human but trained to speak like a robot with ZERO sensitivity and ZERO feeling, as he kept on telling me that he has no idea why it took so long... How long more do I have to wait and ""I wish you nevertheless a good day""!! Give me a break... Is this the kind of PAID service that you expect to get from DHL? Do they really belong in 21st century? I have serious doubts. My 2 cents to whoever needs to use DHL for international shipments as a private customer >> be prepared to face such consequences and plan to post your letter at least 4 weeks in advance, if not more... Seriously, this company has lost all my respect and trust. I just wish Amazon had postal services or starts to think about introducing one to kick these lazy carriers out of business. Our world would have been so much better... Wishful thinking eh?
                    ","Jan. 5, 2018",9,"Santanu of Dusseldorf, Other",1.0,2021-05-26 11:09:11.748997,2021-05-26 11:09:13.000963,DHL
review-3195169,Verified Reviewer,"They ask me to pay for a package that was already delivery. On another occasion, they never noticed me that my package was held and then proceed to charge for a month of fees when it was too late. Fraudulent AF. Would not recommend under any circumstances.","Jan. 4, 2018",1,"Gen of Montreal, QC",1.0,2021-05-26 11:09:13.000963,2021-05-26 11:09:15.240834,DHL
review-3190864,Verified Reviewer,"My daughter was expecting a delivery on 12/20/17. DHL said the package was delivered on that day when it wasn't. We never received the item. When we called we received the WORST customer service ever. It took days for a call back. We called numerous times and spoke to different customer service representatives. Each representative had a different explanation, the story was never the same. This company is by far the worst shipping company that I have ever experienced. If you plan on calling them good luck when they transfer you to another department. The hold time is beyond aggravating they take zero responsibility. It's basically their word against yours. All they kept saying is their GPS tracked the package to our home. When you ask for some form of proof or calcification that they did deliver the package to the correct address the representative stated that they could not send us that information. My frustration is where is our proof! It is again their word against yours! No refund for lost package because THEY said it was delivered. I will never use them and good luck to anyone that does!
                    ","Jan. 4, 2018",1,"Debbie of Jacksonville, FL",1.0,2021-05-26 11:09:15.240834,2021-05-26 11:09:18.504400,DHL
review-3188944,Verified Reviewer,"I had bought a Christmas present with express shipping and it was to be received the following week. It is now a month since, and I still don't have my package. I called them 8 times now, no exaggeration. They said I needed to pay customs in order for me to get my package, and I had. I have a feeling they've lost it, because to this day they still don't know where it is and they keep telling me they'll give me updates.","Jan. 3, 2018",7,"T. of Vancouver, BC",1.0,2021-05-26 11:09:18.504400,2021-05-26 11:09:20.819836,DHL
review-3183028,Verified Reviewer,"I've been a consumer of online products for a very long time. I haven't encountered many problems. Perhaps it took a bit longer than expected for a package to be delivered, but that's about the extent of what I've dealt with involving online shopping. December 18th I made a purchase and allegedly it was delivered December 22nd. It was unfortunately not delivered. I waited a few days as I have heard elsewhere that the courier may have done it to meet a delivery date or something along those lines. I waited a few days and came into contact with customer service regarding my package and they said they would get back to me on it. I got an email from Christina ** saying that it had definitely been delivered to the correct address, and the file would then be closed without any further follow up. Which irks me, because I did not receive my order.I asked around my complex to see if it had been delivered to one of them by accident, however this was not the case. I don't want a refund. I just want my package. DHL claiming that I'm wrong pretty much feels like a spit in the face. I hope to never associate with DHL again. The only thing I can give them credit for is their excellent customer service. When I was on the phone with them they were nothing but polite. But however here I am without my package and still upset.
                    ","Jan. 1, 2018",1,"Christian of El Cajon, CA",1.0,2021-05-26 11:09:20.819836,2021-05-26 11:09:22.071256,DHL
review-3177677,Verified Reviewer,I have been waiting for my package ALL DAY! I'm told I'd receive it between 1 pm-5 pm. I called DHL twice and they said it was coming. Last time I called was almost 8:00 pm and was told it was on its way and they had until midnight to deliver my package which sounded odd to me but ok. 11:00 pm rolls around and still no package so I decided to go online and look to see if this DHL was a legit company since I never heard of it and to my horror seen nothing but awful reviews! So I call customer service again and they tell me my package won't be delivered due to weather!!! I'm a dog groomer and need what I paid A LOT of money for for work! Now I'm told I won't get my package until Tuesday since Monday is a holiday and DHL conveniently doesn't deliver on the weekends! Never again will I purchase something from a place that uses DHL!!,"Dec. 30, 2017",8,"Nikki of Swanton, OH",1.0,2021-05-26 11:09:22.071256,2021-05-26 11:09:22.312667,DHL
review-3177515,Verified Reviewer,"I have received packages via FedEx and UPS several times a week for the past 8 or 9 years, and I have never had one go missing. Years ago I ordered a package and the company had it shipped via DHL and they delivered the package to the wrong house. The neighbor was nice enough to bring the package to me. The whole online ordering thing was not nearly as big as it is now, so I thought nothing of it. A couple of weeks ago, I ordered a Christmas present that was supposed to be delivered the day after Christmas. That was fine with me, but when I saw that DHL was the company, I got a funny feeling in the pit of my stomach as the memory of that 1st package came back to me. As I feared, I did not get the package on Dec. 26th. On Dec. 27th, I got a notice that the package had been delivered, but it was not delivered to me!!! I have contacted DHL and the reps. were nice, but the final resolution was, ""Our guy said that he delivered it."" Thats it!!! So essentially, it's too bad for me. This is not right! This company is HORRIBLE!!! The seller will give me my money back or ship me a new package, but I needed to go on record about this.
                    ","Dec. 30, 2017",3,"Cynthia of Chattanooga, TN",1.0,2021-05-26 11:09:22.320690,2021-05-26 11:09:24.557227,DHL
review-3176456,Verified Reviewer,"I paid for 3-day international shipping to get something in time for New Year's. It was supposed to be delivered at my place of business yesterday. While I was sitting here in my office (with lots of other people here too), I got a text message and e-mail from DHL at around noon telling me a delivery was attempted here, but the business was closed, which, of course, was a total lie, since we were all here all day, and no one had tried to deliver anything here (Based on other customer complaints I'm seeing, this seems to be a common tactic DHL uses to avoid having to trek out to make deliveries when it doesn't want to do so for whatever reason, such as staffing issues, etc).I immediately called DHL, and the guy apologized for the inconvenience and said he'd tried to schedule a re-delivery for that same day or, if not, then definitely the next day (i.e., today). No one from DHL came yesterday, and this morning I got a call from the same DHL representative I'd spoken to telling me that the package would definitely be delivered today. The tracking info also said ""by end of day."" So I thought ""okay, should be fine, right?"" Wrong. As the day dragged on and nothing came, I decided to give them another call just to make sure. The representative said that it would be delivered on Tuesday, even though the tracking still said ""by end of day."" She had no explanation for that and said she couldn't do anything about it (again, I suspect the real explanation is ""everyone went home for the holidays so we can't bother to deliver your package"").I asked to speak to a manager and was put on hold. I have now been on hold for 1 hour and 2 minutes, with an automatic message repeatedly telling me ""you're just moments away from speaking to an authorized customer representative"" and ""a customer service representative will be with you shortly,"" so I'm hanging up. As I said, I suspect that DHL is simply understaffed because of the holidays and is slacking off on the job as a result, but I don't understand why I have to suffer as a result. If I pay a higher price for faster shipping, I'm supposed to get faster shipping, not lazy, lying, unhelpful service like this.
                    ","Dec. 29, 2017",5,"Alexander of New York City, NY",1.0,2021-05-26 11:09:24.557227,2021-05-26 11:09:27.801966,DHL
review-3172952,Verified Reviewer,"Have been trying to get my package since Dec. 19th, 2017. Was stuck in customs due to shipper for 3 days. Finally got to US and now I have been trying for 4 days now to get and they keep telling me my address is undeliverable!!! I have verified my address 4 times, mind you UPS and FEDX have no problem delivering. Now they can't even tell me where my package is in between the NC and VA. They can't even give me a service center address near me. Not to mention I paid dearly for a 3-5 day delivery. STAY AWAY FROM DHL!!! At this point I will have to file to get my money back for the item and shipping. No Christmas present for my child???","Dec. 28, 2017",4,"Rebecca of Verona, VA",1.0,2021-05-26 11:09:27.801966,2021-05-26 11:09:30.059084,DHL
review-3166888,Verified Reviewer,"I always got this message 'Delivery attempted; recipient not home' but I have waited at home all day. They're total 4 times I received the package from China and all of them were 'Delivery attempted; recipient not home'. Now I'm continue waiting for the late packet from DHL, I don't know how to contact the shipping man. I also couldn't find any field on the DHL website to leave a message to shipping man. The packet is very urgent but I couldn't do anything else.","Dec. 27, 2017",2,"Tom of Houston, TX",1.0,2021-05-26 11:09:30.059084,2021-05-26 11:09:32.334135,DHL
review-3162085,Verified Reviewer,"The website, email, text, etc. will say delivery attempted but recipient not home... I’ve been home all day and my alert goes off and says DELIVERY ATTEMPTED at such and such time and at that time I was outside for at least 20 mins before and an hour after delivery was so called attempted with my God babies. Of all things this is my PET PEEVES about courier services. If it were up to me I would NEVER use this courier again but most overseas sales use DHL so I’m at a standstill at times... AVOID IF YOU CAN HELP IT... FedEx, USPS, UPS KUDOS TO you!!!","Dec. 24, 2017",4,"Endia of Washington, DC",2.0,2021-05-26 11:09:32.334135,2021-05-26 11:09:36.590833,DHL
review-3158038,Verified Reviewer,"Got an email from DHL Express that my package had been signed for and delivered. There was no package or delivery notice at my door. I assume the delivery person must have left it at my doorstep and it was stolen. How irresponsible! I would have liked to get a delivery notice and picked it up myself, instead of having it left out in the open for anybody to take. I live in an apartment building with other tenants, so there are always people walking down the hallways. Anybody could have taken it. Would it have been so difficult to leave a notice since I wasn't home to receive the package? I have emailed their customer support a few days ago and have not heard back. What a garbage company. I will be using Canada Post, UPS, or FedEx from now on. Oh, and on their website you can view the signature for the package - obviously, no signature there because I wasn't home to receive it!","Dec. 22, 2017",2,"Phuong of Kitchener, ON",1.0,2021-05-26 11:09:36.590833,2021-05-26 11:09:36.832114,DHL
review-3156961,Verified Reviewer,"I am very very disappointed with the DHL service. Though, I received a msg telling my package was delivered, it was not delivered. I made a call to customer support and registered a complaint on this. They had taken 3 days of time to search and told that they will call back to me which they never did it. I tried to contact them over and over for which they put me on hold always. Finally, after the 7 days of search, they closed my case telling my parcel was delivered and signed by us. I am still wondering who can sign on behalf us. They didn't even make a try to find whose signature was that. I lost my 35lbs of things. They are telling that even I can't claim on them and it's a sender mistake.","Dec. 22, 2017",4,"Rachitha of Edison, NJ",1.0,2021-05-26 11:09:36.832114,2021-05-26 11:09:38.080291,DHL
review-3156586,Verified Reviewer,DHL lied and said they called to verify I was home for a delivery and stated they delivered a package and I signed for it. This is all FALSE information. I NEVER received a phone call from them and no one was home at the time the package is listed as delivered. The signature on proof of delivery IS NOT MINE nor is it anyone's I recognize. They continue to lie and say they called and I signed for the package. They continue to give me the runaround and tell me to contact the seller instead. DHL refuses to take responsibility for this huge ERROR!!! Horrible customer service. I will never purchase anything again that I know DHL is associated with.,"Dec. 22, 2017",6,"Hailey of Cypress, TX",1.0,2021-05-26 11:09:38.080291,2021-05-26 11:09:42.351398,DHL
review-3144809,Verified Reviewer,Packages blocked in Radefeld (Leipzig?) while DHL twiddle their thumbs for weeks and months instead of spending some of their windfall profits to hire temporary staff and rent cargo space on planes trains or ships.,"Dec. 19, 2017",2,"Waltraud of Satans Sandals, Other",1.0,2021-05-26 11:09:47.627122,2021-05-26 11:09:50.832345,DHL
review-3143657,Verified Reviewer,"Worst experience ever. DHL has delivered to my house numerous times but for two days now the courier has not delivered my package. Even left number to call me but did not get any calls. He is the only courier that cannot use a gps and find my home, what a disaster of a company, 0 stars.","Dec. 18, 2017",0,"james of Valdosta, GA",1.0,2021-05-26 11:09:50.832345,2021-05-26 11:09:52.010610,DHL
review-3136016,Verified Reviewer,"Dear shipping companies, I suggest to avoid to refrain from advising your customers to use DHL before FedEx, it might appear more affordable, then it turns into a nightmare. I sent a package on Tuesday, the delivery date was marked as Wednesday, except the first of three facilities on Wednesday night. Took all day to travel from NY to Cincinnati and arrived to desired country and no updates as of its status two days later. To be continued, it already is ruining my business with this delay.","Dec. 16, 2017",5,"Alva of Queens, NY",1.0,2021-05-26 11:09:52.010610,2021-05-26 11:09:52.181399,DHL
review-3132356,Verified Reviewer,"I'd give them 0 stars if I could. Just horrible. With the amount of time I've spent waiting for my package to arrive, I'd have been able to order and receive it TWICE by now. I have so much more respect for USPS, having dealt with the horrible service of DHL. Living in Pennsylvania, I had ordered a very small package from Ohio (which borders Pennsylvania). It's essentially a hop, skip and jump. Having ordered items from Ohio before, every other shipping company (UPS, FedEx, USPS) has been able to deliver said items in 2 to 3 days tops. DHL TOOK A WHOPPING 7 DAYS for something that should only take 2 OR 3 DAYS. Most of the wait time was the package simply sitting in some warehouse for several days.Best part is that DHL didn't even deliver the damn package. They delivered it to USPS, which then delivered my package (same day they received. I might add). So I'm basically sitting here wondering what the POINT of using DHL. Oh right... cutting cost. For whatever reason, eBay sellers will do ANYTHING to cut costs. I get how it is, being a seller myself, but to force your customers to go through such horribly slow shipping times so that you can save a few pennies... That's just wrong and the seller will certainly be receiving negative feedback from me. Any person that uses DHL for domestic shipping in the United States is an absolute tool, and frankly, shouldn't be allowed to mail anything if they can't bother to use USPS like a normal person.
                    ","Dec. 15, 2017",8,"Ryun of Harrisburg, PA",1.0,2021-05-26 11:09:52.181399,2021-05-26 11:09:53.366131,DHL
review-3129950,Verified Reviewer,I have never seen such low service in my whole entire life. I have been in retail for the better part of my life and I'm 62 years old and this is the worst company that I have ever been delivered to. UPS is wonderful. United States Postal Service wonderful. DHL is awful. I have been waiting for a package since November 22nd and I still do not have my package and it is December 14th. There is no excuse for this. None whatsoever. And it all has to do because I'm tracking with DHL. I will never use this company again. And if anybody else I order from uses DHL I will tell them I do not want to use this company. I will FedEx it. I will pay the extra shipping just to avoid DHL. I would suggest everyone else do so as well as this is the Christmas season and I ordered way in advance.,"Dec. 14, 2017",1,"Tammie of Billings, MT",1.0,2021-05-26 11:09:53.366131,2021-05-26 11:09:56.535750,DHL
review-3115436,Verified Reviewer,I've been waiting for the delivery for 2 weeks now. It is sitting in Secaucus New Jersey since December 1st. It is now December 10th. I live in Pennsauken New Jersey. Hour and a half away. Does a beautiful person. The package doesn't seem to be moving at all. This is the second time I've dealt with this company and the package just sits there for at least 2 to 3 weeks. This is the worst delivery company I've ever dealt with.,"Dec. 10, 2017",1,"Gina of Pennsauken, NJ",1.0,2021-05-26 11:09:56.535750,2021-05-26 11:10:00.762979,DHL
review-3111272,Verified Reviewer,Whenever I see DHL my heart breaks a little bit. The absolute slowest form of shipping there could possibly be. I'd rather see they shipped my package via carrier pigeon. Last time I saw that my package was in some small town about an hour away from my house for 7 days...SEVEN DAYS!!! It had been a week before that it was originally shipped. I called and no answer. I wrote an email asking if it was lost with no reply. Then did receive my package. The tracking DHL offers never ever works for me. It's just the absolute worst company for delivery.,"Dec. 8, 2017",1,"Josh of Marion, OH",1.0,2021-05-26 11:10:00.762979,2021-05-26 11:10:01.036649,DHL
review-3108704,Verified Reviewer,"Ordered something from China on the 26th of November for my company which I needed for tonight by 10pm. First it took DHL a week to start moving the package. I started tracking it on Dec 5th. I'm in Texas so I expected my package to be delivered like if UPS or USPS would deliver. Well to make a long story short, the driver showed up at 830pm yesterday but my wife was in the shower because she figured no one delivers that late but DHL did. So now I'm sitting here, I have to be at my job at 10 and here it is going on 930pm and guess what... NO DAMN DRIVER IN SIGHT!!! So NOW I have to go to work without having what I need looking like a complete fool because DHL doesn't know how to deliver a package like all the other reasonable couriers do! This company sucks and needs to just go out of business because they have WAY more negative reviews than any other company I've seen. Whatever you do... DO NOT use DHL if you have something important that you need delivered or if you're not willing to stay up till midnight waiting for it.
                    ","Dec. 8, 2017",4,"A. of Killeen, TX",1.0,2021-05-26 11:10:01.036649,2021-05-26 11:10:05.274405,DHL
review-3105824,Verified Reviewer,I listening to a package who suppose to be in my country since a long time. The first delivery was attempted and I didn't receive a message or anything else. Send a complain but always the same. After they send back my package without me asking them do that. REALLY BAD QUALITY SERVICE.,"Dec. 7, 2017",0,"Anturia of Wanneperveen, Other",1.0,2021-05-26 11:10:05.274405,2021-05-26 11:10:09.499979,DHL
review-3074296,Verified Reviewer,"Nothing particularly bad has happened or anything, just wanted to share that when I see DHL is the one shipping a product to me, I know it will be the very slowest it can. My heart always sinks a bit when I see a company used DHL to ship my stuff. No lie. I am currently waiting on PC parts from a reputable online company. I ordered and it said DHL had the delivery. I cussed. However, it said the estimated delivery date was only 4 days out, this Tuesday by the end of the day. I wait all day, checking the porch now and then. End of the day I log back into the company site and check tracking… They changed it to expected delivery on Saturday. “Just DHL things..."" It’s sad because I kinda knew the 4 days shipping was too quick for DHL. I really did. I cannot see how they are still around. I know this site will attract more negative reviews for companies than good ones (people are more apt to say something when mad than happy) but I’m not even “that” mad. Just so tired of their sad slow service. Always always always disappointing. I hate to see people lose jobs when a company closes, but I wish DHL would just get out of the picture and close. They genuinely suck. Maybe they are good at international shipments, but domestic they suck. Stop wasting everyone's time with lazy lackluster service and fix your crap, or sell it off and close the doors. Please.
                    ","Nov. 29, 2017",1,"Slug of Kingman, KS",2.0,2021-05-26 11:10:09.499979,2021-05-26 11:10:10.739385,DHL
review-3071554,Verified Reviewer,"Worst delivery service I have ever used. Their customer service is so rude. They don't even answer the phone that they gave on their email for contact. They allow you to change delivery time and other features about delivery on their website, but they don`t implement those changes.","Nov. 28, 2017",1,"Jane of Rochester, MN",1.0,2021-05-26 11:10:10.739385,2021-05-26 11:10:14.996010,DHL
review-3068215,Verified Reviewer,An item I ordered from NY was sent to DHL on the 7th of Nov. It was scanned in on the 9th. As of Nov 22nd it arrived in NJ. I am still sitting here waiting for my package and it is the 27th... I live in MI! I have NEVER in my life experienced a slower shipping than these people! I will never request or advise anyone to use this company. 20 days SO FAR to move 2 states away.,"Nov. 27, 2017",1,"April of Richmond, MI",1.0,2021-05-26 11:10:14.996010,2021-05-26 11:10:15.227229,DHL
